http://theproudliberal.org/trump-insider-reveals-chilling-details-in-1980s-cover-up-of-trump-cocaine-scandal/,1
http://www.wearethemighty.com/articles/15-important-and-surprising-differences-between-the-navy-and-coast-guard,0
http://money.cnn.com/2017/03/16/media/sean-hannity-juan-williams-gun/,1
https://www.abqjournal.com/971409/nm-house-sends-budget-tax-bills-to-governors-desk.html,0
https://www.abqjournal.com/971091/u-s-could-use-force-against-north-korea-says-u-s-secretary-of-state.html,0
https://www.abqjournal.com/970960/bosque-fire-patrols-start-early.html,0
http://www.independentsentinel.com/hillarys-ready-come-woods-let-killings-begin/,1
https://www.abqjournal.com/971646/house-senate-negotiators-reach-ethics-agreement.html,0
http://www.independentsentinel.com/bombshell-hillarys-gatekeeper-changed-the-benghazi-talking-points/,1
https://www.abqjournal.com/971665/report-no-drugs-or-alcohol-in-four-hills-shooters-system.html,0
https://www.abqjournal.com/971832/man-killed-after-trying-to-grab-paris-airport-soldiers-gun.html,0
https://www.abqjournal.com/971849/how-a-school-bomb-scare-case-sparked-a-media-vs-fbi-fight.html,0
http://thelastlineofdefense.org/breaking-nancy-pelosi-was-just-taken-from-her-office-in-handcuffs/,1
https://www.abqjournal.com/971602/phoenix-serial-killer-probe-slows-a-year-after-1st-shooting.html,0
https://www.abqjournal.com/971602/phoenix-serial-killer-probe-slows-a-year-after-1st-shooting.html,0
https://www.abqjournal.com/971513/activists-hold-12-hour-stakeout-outside-sen-flakes-office-in-phoenix.html,0
https://www.abqjournal.com/971591/nm-house-override-attempt-on-teacher-sick-leave-bill-comes-up-short.html?utm_source=abqjournal.com&utm_medium=sidebar+-+popular+posts+-+default&utm_campaign=popular+posts,0
http://www.thegatewaypundit.com/2017/03/flashback-ny-times-front-page-headline-wiretapped-data-used-inquiry-trump-aides/,1
http://www.usasupreme.com/must-stopped-now-supreme-court-makes-move-invalidate-2016-election/,1
http://www.angrypatriotmovement.com/cia-plants-evidence/,1
https://www.yahoo.com/news/trump-mexico-care-bad-hombres-us-might-231304076--politics.html,1
http://www.cbsnews.com/news/trump-administration-relaxes-u-s-sanctions-on-russia-imposed-under-obama/,1
https://twitter.com/AP,1
http://www.cnbc.com/2017/02/02/house-gop-aims-to-scrap-obama-rule-on-gun-background-checks.html,1
https://www.yahoo.com/news/latest-congress-backs-repeal-obama-201438661.html,1
http://www.independent.co.uk/news/world/americas/house-votes-to-scrap-obama-rule-on-background-checks-for-gun-ownership-a7560421.html,1
http://www.npr.org/2017/02/02/513126985/house-votes-to-overturn-obama-rule-restricting-gun-sales-to-mentally-ill,1
http://time.com/4657474/donald-trump-enrique-pena-nieto-mexico-bad-hombres/,1
http://abcnews.go.com/Politics/wireStory/trump-mexico-care-bad-hombres-us-45205127,1
http://www.thedailybeast.com/cheats/2017/01/29/shooting-reported-at-quebec-city-mosque.html?via=desktop&source=copyurl,1
https://www.washingtonpost.com/news/josh-rogin/wp/2017/01/26/the-state-departments-entire-senior-management-team-just-resigned/?utm_term=.87b0f32f70e9,1
http://www.slate.com/blogs/the_slatest/2017/01/17/devos_says_guns_should_be_allowed_in_schools_to_shoot_grizzlies.html,1
http://www.cnn.com/2017/01/26/politics/top-state-department-officials-asked-to-leave-by-trump-administration/,0
http://www.fox2detroit.com/news/local-news/232856168-story,1
https://www.yahoo.com/news/trump-mexico-care-bad-hombres-us-might-231304076--politics.html,1
http://www.cbsnews.com/news/trump-administration-relaxes-u-s-sanctions-on-russia-imposed-under-obama/,1
https://twitter.com/AP,1
http://www.cnbc.com/2017/02/02/house-gop-aims-to-scrap-obama-rule-on-gun-background-checks.html,1
https://www.yahoo.com/news/latest-congress-backs-repeal-obama-201438661.html,1
http://www.independent.co.uk/news/world/americas/house-votes-to-scrap-obama-rule-on-background-checks-for-gun-ownership-a7560421.html,1
http://www.npr.org/2017/02/02/513126985/house-votes-to-overturn-obama-rule-restricting-gun-sales-to-mentally-ill,1
http://time.com/4657474/donald-trump-enrique-pena-nieto-mexico-bad-hombres/,1
http://abcnews.go.com/Politics/wireStory/trump-mexico-care-bad-hombres-us-45205127,1
http://www.thedailybeast.com/cheats/2017/01/29/shooting-reported-at-quebec-city-mosque.html?via=desktop&source=copyurl,1
https://www.washingtonpost.com/news/josh-rogin/wp/2017/01/26/the-state-departments-entire-senior-management-team-just-resigned/?utm_term=.87b0f32f70e9,1
http://www.slate.com/blogs/the_slatest/2017/01/17/devos_says_guns_should_be_allowed_in_schools_to_shoot_grizzlies.html,1
http://www.cnn.com/2017/01/26/politics/top-state-department-officials-asked-to-leave-by-trump-administration/,0
http://www.fox2detroit.com/news/local-news/232856168-story,1
https://www.washingtonpost.com/powerpost/house-leaders-prepare-to-vote-friday-on-health-care-reform/2017/03/24/736f1cd6-1081-11e7-9d5a-a83e627dc120_story.html?hpid=hp_rhp-top-table-main_housevote%3Ahomepage%2Fstory&utm_term=.aaacc33fc3aa,0
https://www.washingtonpost.com/local/trafficandcommuting/as-metro-mulls-financial-woes-maryland-residents-lean-toward-region-wide-sales-tax/2017/03/24/a5bfeab0-0f11-11e7-ab07-07d9f521f6b5_story.html?hpid=hp_local-news_metropoll-714am%3Ahomepage%2Fstory&utm_term=.4d193dad7487,0
https://www.washingtonpost.com/world/national-security/immigration-lawyers-warn-of-visa-delays-and-more-denials-with-beefed-up-vetting/2017/03/24/5348f922-10bd-11e7-9d5a-a83e627dc120_story.html?hpid=hp_rhp-more-top-stories_no-name%3Ahomepage%2Fstory&utm_term=.07e224df0fba,0
https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/03/25/d-c-area-forecast-springtime-seesaw-weather-is-here-so-its-warm-today-and-cooler-tomorrow/?hpid=hp_local-news_cwg-forecast-625am%3Ahomepage%2Fstory&utm_term=.f3f932302674,0
http://www.denverpost.com/2017/03/25/gop-turns-attention-toward-overhauling-tax-code/,0
http://www.denverpost.com/2017/03/25/clint-dempsey-hat-trick-us-over-honduras-6-0/,0
